Client ID,Server Round,Start Time,End Time
5,1,2024-01-20 22:55:51,2024-01-20 22:56:21
5,2,2024-01-20 22:56:36,2024-01-20 22:56:58
5,3,2024-01-20 22:57:12,2024-01-20 22:57:33
5,4,2024-01-20 22:57:47,2024-01-20 22:58:09
5,5,2024-01-20 22:58:22,2024-01-20 22:58:44
5,6,2024-01-20 22:58:57,2024-01-20 22:59:19
5,7,2024-01-20 22:59:32,2024-01-20 22:59:54
5,8,2024-01-20 23:00:08,2024-01-20 23:00:30
5,9,2024-01-20 23:00:43,2024-01-20 23:01:05
5,10,2024-01-20 23:01:18,2024-01-20 23:01:40
5,11,2024-01-20 23:01:53,2024-01-20 23:02:14
5,12,2024-01-20 23:02:27,2024-01-20 23:02:48
5,13,2024-01-20 23:03:03,2024-01-20 23:03:24
5,14,2024-01-20 23:03:38,2024-01-20 23:03:59
5,15,2024-01-20 23:04:13,2024-01-20 23:04:34
5,16,2024-01-20 23:04:47,2024-01-20 23:05:09
5,17,2024-01-20 23:05:23,2024-01-20 23:05:44
5,18,2024-01-20 23:05:59,2024-01-20 23:06:20
5,19,2024-01-20 23:06:34,2024-01-20 23:06:55
5,20,2024-01-20 23:07:08,2024-01-20 23:07:29
